order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,day_of_week,hour,customer_type,order_channel,preparation_time_minutes,item_popularity,profit_percent
13812,08-12-2024,Cold coffee,Beverages,41.5,6,249,Card,Mr.,Midnight,Wednesday,04:43,Returning,Dine-In,8,High Demand,82
13813,08-12-2024,Cold coffee,Beverages,38.86,7,272.02,Cash,Mrs.,Afternoon,Thursday,05:44,Regular,Dine-In,18,High Demand,27
13814,08-12-2024,Vadapav,Fastfood,20.08,12,240.96,Online,Mr.,Evening,Wednesday,10:47,Regular,Online,18,Normal Demand,75
13815,08-12-2024,Panipuri,Fastfood,20.4,1,20.4,Cash,Mrs.,Evening,Saturday,23:08,Returning,Takeaway,22,High Demand,84
13816,08-12-2024,Cold coffee,Beverages,40.78,8,326.24,Online,Mrs.,Evening,Monday,21:06,New,Online,24,High Demand,81
13817,08-12-2024,Aalopuri,Fastfood,20.25,13,263.25,Cash,Mrs.,Morning,Friday,21:58,Returning,Takeaway,9,Normal Demand,81
13818,08-12-2024,Cold coffee,Beverages,38.69,13,502.97,Online,Mrs.,Night,Monday,10:55,New,Online,9,High Demand,99
13819,08-12-2024,Vadapav,Fastfood,19.45,6,116.7,Online,Mrs.,Morning,Tuesday,15:42,Regular,Dine-In,13,Normal Demand,67
13820,08-12-2024,Cold coffee,Beverages,37.73,10,377.3,Cash,Mr.,Evening,Sunday,17:50,New,Online,15,High Demand,38
13821,08-12-2024,Frankie,Fastfood,46.1,7,322.7,Cash,Mrs.,Evening,Thursday,05:48,Returning,Dine-In,19,Normal Demand,44
13822,08-12-2024,Vadapav,Fastfood,19.89,9,179.01,Cash,Mr.,Evening,Tuesday,11:34,Returning,Takeaway,9,Normal Demand,75
13823,08-12-2024,Vadapav,Fastfood,20.82,4,83.28,Online,Mrs.,Midnight,Tuesday,13:28,Returning,Takeaway,16,Normal Demand,24
13824,08-12-2024,Frankie,Fastfood,46.55,7,325.85,Online,Mrs.,Midnight,Monday,08:58,Regular,Takeaway,23,Normal Demand,61
13825,08-12-2024,Sugarcane juice,Beverages,25.34,15,380.1,Card,Mrs.,Evening,Thursday,11:40,New,Dine-In,6,High Demand,58
13826,08-12-2024,Sandwich,Fastfood,62.35,2,124.7,Online,Mr.,Midnight,Monday,10:52,Returning,Dine-In,23,Normal Demand,67
13827,08-12-2024,Aalopuri,Fastfood,18.16,7,127.12,Cash,Mrs.,Midnight,Monday,01:12,New,Dine-In,8,Normal Demand,43
13828,08-12-2024,Aalopuri,Fastfood,19.73,13,256.49,Online,Mr.,Morning,Wednesday,18:13,Returning,Dine-In,12,Normal Demand,74
13829,08-12-2024,Panipuri,Fastfood,21.65,9,194.85,Cash,Mr.,Evening,Saturday,21:37,Regular,Online,8,High Demand,8
13830,08-12-2024,Panipuri,Fastfood,20.55,11,226.05,Cash,Mrs.,Afternoon,Sunday,18:57,Regular,Online,5,High Demand,75
13831,08-12-2024,Sandwich,Fastfood,54.39,11,598.29,Online,Mr.,Morning,Sunday,22:37,Returning,Takeaway,10,Normal Demand,82
13832,08-12-2024,Panipuri,Fastfood,20.66,1,20.66,Cash,Mr.,Evening,Monday,10:26,Returning,Online,17,High Demand,89
13833,08-12-2024,Sugarcane juice,Beverages,24.07,13,312.91,Cash,Mr.,Evening,Friday,01:01,Regular,Online,12,High Demand,93
13834,08-12-2024,Sandwich,Fastfood,62.07,14,868.98,Cash,Mr.,Evening,Friday,06:09,Returning,Dine-In,17,Normal Demand,35
13835,08-12-2024,Panipuri,Fastfood,19.31,10,193.1,Cash,Mrs.,Midnight,Sunday,20:13,Regular,Dine-In,19,High Demand,5
13836,08-12-2024,Panipuri,Fastfood,19.95,9,179.55,Online,Mr.,Night,Monday,03:12,Returning,Takeaway,17,High Demand,66
13837,08-12-2024,Cold coffee,Beverages,38.92,9,350.28,Cash,Mrs.,Night,Thursday,13:42,New,Dine-In,18,High Demand,10
13838,08-12-2024,Sandwich,Fastfood,60.01,6,360.06,Online,Mr.,Morning,Wednesday,00:41,Regular,Online,10,Normal Demand,29
13839,08-12-2024,Vadapav,Fastfood,19.43,6,116.58,Cash,Mr.,Evening,Friday,07:22,Regular,Online,21,Normal Demand,71
13840,08-12-2024,Panipuri,Fastfood,19.78,10,197.8,Cash,Mrs.,Evening,Friday,02:59,Regular,Takeaway,5,High Demand,60
13841,08-12-2024,Frankie,Fastfood,47.06,1,47.06,Online,Mr.,Evening,Sunday,02:23,Returning,Takeaway,21,Normal Demand,61
13842,08-12-2024,Vadapav,Fastfood,20.49,8,163.92,Cash,Mrs.,Morning,Friday,03:26,New,Dine-In,5,Normal Demand,76
13843,08-12-2024,Panipuri,Fastfood,20.18,9,181.62,Online,Mrs.,Night,Tuesday,12:31,New,Dine-In,17,High Demand,17
13844,08-12-2024,Cold coffee,Beverages,36.77,3,110.31,Cash,Mrs.,Evening,Friday,16:34,Regular,Dine-In,20,High Demand,80
13845,08-12-2024,Aalopuri,Fastfood,20.99,9,188.91,Online,Mrs.,Midnight,Monday,06:11,Returning,Dine-In,23,Normal Demand,59
13846,08-12-2024,Panipuri,Fastfood,19.82,8,158.56,Card,Mrs.,Midnight,Thursday,19:18,Returning,Takeaway,15,High Demand,43
13847,08-12-2024,Panipuri,Fastfood,20.16,11,221.76,Online,Mrs.,Night,Wednesday,09:41,Returning,Takeaway,21,High Demand,47
13848,08-12-2024,Cold coffee,Beverages,41.53,15,622.95,Cash,Mr.,Night,Wednesday,17:50,Regular,Takeaway,10,High Demand,51
13849,08-12-2024,Sugarcane juice,Beverages,25.41,13,330.33,Cash,Mrs.,Midnight,Friday,12:25,Returning,Online,10,High Demand,56
13850,08-12-2024,Sandwich,Fastfood,63.5,4,254,Cash,Mrs.,Evening,Sunday,17:06,Returning,Online,23,Normal Demand,34
13851,08-12-2024,Vadapav,Fastfood,19.71,14,275.94,Online,Mr.,Night,Sunday,23:51,Returning,Takeaway,15,Normal Demand,23
13852,08-12-2024,Vadapav,Fastfood,21.03,5,105.15,Online,Mrs.,Midnight,Sunday,23:34,Returning,Takeaway,22,Normal Demand,17
13853,08-12-2024,Frankie,Fastfood,50.31,1,50.31,Cash,Mrs.,Morning,Sunday,14:26,Returning,Takeaway,15,Normal Demand,35
13854,08-12-2024,Panipuri,Fastfood,20.51,7,143.57,Online,Mr.,Night,Saturday,23:35,New,Takeaway,21,High Demand,27
13855,08-12-2024,Cold coffee,Beverages,40.81,7,285.67,Cash,Mrs.,Afternoon,Tuesday,16:49,Returning,Online,8,High Demand,52
13856,08-12-2024,Cold coffee,Beverages,42.48,13,552.24,Card,Mr.,Morning,Friday,06:00,Returning,Dine-In,17,High Demand,92
13857,08-12-2024,Aalopuri,Fastfood,20.72,9,186.48,Cash,Mr.,Afternoon,Monday,22:21,Returning,Online,9,Normal Demand,11
13858,08-12-2024,Frankie,Fastfood,48.89,3,146.67,Online,Mr.,Night,Saturday,03:56,Returning,Dine-In,17,Normal Demand,31
13859,08-12-2024,Panipuri,Fastfood,19.36,2,38.72,Online,Mrs.,Afternoon,Sunday,11:18,Returning,Takeaway,11,High Demand,5
13860,08-12-2024,Panipuri,Fastfood,19.95,4,79.8,Online,Mr.,Morning,Tuesday,03:58,Regular,Dine-In,15,High Demand,98
13861,09-12-2024,Aalopuri,Fastfood,19.24,9,173.16,Cash,Mr.,Afternoon,Saturday,18:16,Regular,Dine-In,23,Normal Demand,71
13862,09-12-2024,Cold coffee,Beverages,37.9,7,265.3,Card,Mrs.,Evening,Monday,21:28,Regular,Takeaway,8,High Demand,25
13863,09-12-2024,Aalopuri,Fastfood,17.87,4,71.48,Card,Mr.,Evening,Saturday,19:04,Returning,Online,19,Normal Demand,42
13864,09-12-2024,Aalopuri,Fastfood,18.45,6,110.7,Online,Mrs.,Midnight,Wednesday,02:43,Returning,Takeaway,19,Normal Demand,73
13865,09-12-2024,Vadapav,Fastfood,21.99,7,153.93,Online,Mrs.,Morning,Wednesday,06:14,Returning,Online,11,Normal Demand,96
13866,09-12-2024,Frankie,Fastfood,48.36,13,628.68,Cash,Mrs.,Afternoon,Friday,08:50,Regular,Dine-In,15,Normal Demand,58
13867,09-12-2024,Cold coffee,Beverages,43.81,6,262.86,Cash,Mr.,Night,Tuesday,02:07,Returning,Dine-In,23,High Demand,28
13868,09-12-2024,Panipuri,Fastfood,20.4,12,244.8,Cash,Mr.,Afternoon,Thursday,12:07,Regular,Online,15,High Demand,70
13869,09-12-2024,Sugarcane juice,Beverages,24.94,4,99.76,Online,Mrs.,Evening,Friday,00:28,Regular,Takeaway,7,High Demand,69
13870,09-12-2024,Sugarcane juice,Beverages,23.12,1,23.12,Online,Mr.,Afternoon,Wednesday,14:05,Regular,Takeaway,18,High Demand,65
13871,09-12-2024,Aalopuri,Fastfood,20,5,100,Online,Mr.,Afternoon,Wednesday,13:19,Returning,Takeaway,7,Normal Demand,5
13872,09-12-2024,Cold coffee,Beverages,43.78,10,437.8,Online,Mr.,Afternoon,Thursday,14:41,Returning,Online,12,High Demand,71
13873,09-12-2024,Sugarcane juice,Beverages,26.95,7,188.65,Online,Mr.,Afternoon,Tuesday,21:30,Regular,Online,21,High Demand,2
13874,09-12-2024,Vadapav,Fastfood,20.27,2,40.54,Cash,Mr.,Afternoon,Saturday,18:33,New,Online,19,Normal Demand,91
13875,09-12-2024,Sugarcane juice,Beverages,23.56,16,376.96,Online,Mr.,Afternoon,Tuesday,06:05,New,Takeaway,18,High Demand,89
13876,09-12-2024,Frankie,Fastfood,47.61,15,714.15,Cash,Mr.,Afternoon,Friday,13:40,Regular,Dine-In,9,Normal Demand,57
13877,09-12-2024,Sandwich,Fastfood,57.44,2,114.88,Online,Mrs.,Evening,Wednesday,19:05,Regular,Takeaway,5,Normal Demand,65
13878,09-12-2024,Cold coffee,Beverages,42.56,6,255.36,Cash,Mrs.,Night,Tuesday,20:34,Returning,Dine-In,22,High Demand,7
13879,09-12-2024,Sugarcane juice,Beverages,27.04,2,54.08,Online,Mr.,Night,Saturday,15:47,Returning,Takeaway,9,High Demand,88
13880,09-12-2024,Sugarcane juice,Beverages,25.24,1,25.24,Cash,Mr.,Evening,Tuesday,02:43,Returning,Dine-In,24,High Demand,28
13881,09-12-2024,Panipuri,Fastfood,19.7,11,216.7,Online,Mrs.,Afternoon,Sunday,10:21,Regular,Online,11,High Demand,27
13882,09-12-2024,Vadapav,Fastfood,21.55,2,43.1,Cash,Mr.,Morning,Friday,20:09,Returning,Online,16,Normal Demand,71
13883,09-12-2024,Vadapav,Fastfood,19.02,7,133.14,Online,Mrs.,Night,Sunday,01:49,Returning,Dine-In,19,Normal Demand,94
13884,09-12-2024,Panipuri,Fastfood,20.05,13,260.65,Cash,Mr.,Midnight,Thursday,14:12,New,Takeaway,12,High Demand,50
13885,09-12-2024,Vadapav,Fastfood,20.46,4,81.84,Cash,Mr.,Afternoon,Tuesday,12:29,New,Online,20,Normal Demand,51
13886,09-12-2024,Sandwich,Fastfood,57.41,16,918.56,Cash,Mrs.,Midnight,Tuesday,05:14,New,Dine-In,10,Normal Demand,55
13887,09-12-2024,Vadapav,Fastfood,19.36,14,271.04,Online,Mr.,Midnight,Saturday,08:01,New,Online,13,Normal Demand,30
13888,09-12-2024,Sugarcane juice,Beverages,24.11,9,216.99,Online,Mrs.,Midnight,Monday,23:24,New,Dine-In,22,High Demand,60
13889,09-12-2024,Panipuri,Fastfood,21.42,1,21.42,Online,Mr.,Morning,Monday,14:33,Regular,Takeaway,11,High Demand,97
13890,09-12-2024,Panipuri,Fastfood,21.91,11,241.01,Online,Mrs.,Morning,Saturday,22:45,Returning,Dine-In,11,High Demand,39
13891,09-12-2024,Frankie,Fastfood,50.29,9,452.61,Cash,Mrs.,Evening,Sunday,11:43,New,Dine-In,6,Normal Demand,78
13892,09-12-2024,Panipuri,Fastfood,19.73,14,276.22,Online,Mrs.,Morning,Monday,20:49,Returning,Takeaway,21,High Demand,78
13893,09-12-2024,Vadapav,Fastfood,19.4,6,116.4,Online,Mr.,Evening,Saturday,14:48,New,Online,6,Normal Demand,86
13894,09-12-2024,Sugarcane juice,Beverages,25,8,200,Online,Mr.,Night,Saturday,21:24,Returning,Online,13,High Demand,73
13895,09-12-2024,Vadapav,Fastfood,19.45,7,136.15,Cash,Mrs.,Evening,Thursday,07:20,New,Takeaway,10,Normal Demand,93
13896,09-12-2024,Vadapav,Fastfood,19.9,5,99.5,Online,Mrs.,Midnight,Wednesday,09:36,New,Takeaway,22,Normal Demand,72
13897,09-12-2024,Sugarcane juice,Beverages,25.52,4,102.08,Cash,Mr.,Midnight,Saturday,00:28,Regular,Takeaway,14,High Demand,98
13898,09-12-2024,Cold coffee,Beverages,39.19,2,78.38,Online,Mr.,Evening,Tuesday,05:17,New,Dine-In,13,High Demand,72
13899,09-12-2024,Sandwich,Fastfood,59.43,3,178.29,Online,Mrs.,Morning,Tuesday,03:01,Regular,Dine-In,15,Normal Demand,84
13900,09-12-2024,Aalopuri,Fastfood,19.81,9,178.29,Cash,Mr.,Afternoon,Monday,04:28,Returning,Online,16,Normal Demand,90
13901,09-12-2024,Panipuri,Fastfood,19.68,7,137.76,Card,Mr.,Morning,Sunday,07:28,Regular,Takeaway,9,High Demand,99
13902,09-12-2024,Frankie,Fastfood,48.9,8,391.2,Online,Mr.,Afternoon,Tuesday,20:56,New,Online,7,Normal Demand,60
13903,09-12-2024,Sugarcane juice,Beverages,25.95,7,181.65,Online,Mrs.,Evening,Monday,09:48,Returning,Takeaway,8,High Demand,72
13904,09-12-2024,Sandwich,Fastfood,54.69,2,109.38,Online,Mrs.,Evening,Tuesday,19:16,Regular,Takeaway,24,Normal Demand,97
13905,09-12-2024,Sugarcane juice,Beverages,26.97,15,404.55,Cash,Mrs.,Night,Sunday,19:06,New,Dine-In,5,High Demand,39
13906,09-12-2024,Panipuri,Fastfood,20.14,8,161.12,Cash,Mrs.,Afternoon,Saturday,23:47,Returning,Online,16,High Demand,12
13907,09-12-2024,Aalopuri,Fastfood,20.61,1,20.61,Cash,Mrs.,Afternoon,Tuesday,12:29,New,Takeaway,19,Normal Demand,89
13908,09-12-2024,Sandwich,Fastfood,62.18,6,373.08,Cash,Mrs.,Evening,Friday,20:02,Returning,Online,17,Normal Demand,64
13909,09-12-2024,Aalopuri,Fastfood,19.29,4,77.16,Cash,Mr.,Morning,Saturday,10:45,Regular,Dine-In,21,Normal Demand,43
13910,09-12-2024,Sandwich,Fastfood,57.26,3,171.78,Online,Mr.,Midnight,Sunday,15:20,Returning,Takeaway,7,Normal Demand,72
13911,09-12-2024,Sugarcane juice,Beverages,23.71,11,260.81,Cash,Mrs.,Evening,Sunday,19:10,Returning,Dine-In,12,High Demand,4
13912,09-12-2024,Frankie,Fastfood,49.38,3,148.14,Online,Mr.,Afternoon,Monday,03:39,Returning,Dine-In,18,Normal Demand,48
13913,09-12-2024,Sugarcane juice,Beverages,25.87,4,103.48,Online,Mrs.,Afternoon,Monday,01:47,New,Online,6,High Demand,27
13914,09-12-2024,Vadapav,Fastfood,19.42,12,233.04,Cash,Mr.,Morning,Monday,03:46,New,Takeaway,13,Normal Demand,29
13915,09-12-2024,Sugarcane juice,Beverages,25.76,1,25.76,Online,Mr.,Afternoon,Tuesday,17:16,Returning,Dine-In,20,High Demand,97
13916,10-12-2024,Aalopuri,Fastfood,17.63,12,211.56,Online,Mrs.,Night,Friday,11:35,Regular,Dine-In,13,Normal Demand,56
13917,10-12-2024,Frankie,Fastfood,49.04,11,539.44,Cash,Mrs.,Evening,Sunday,06:27,New,Takeaway,20,Normal Demand,15
13918,10-12-2024,Sugarcane juice,Beverages,26.46,4,105.84,Card,Mr.,Midnight,Thursday,18:52,New,Dine-In,14,High Demand,37
13919,10-12-2024,Aalopuri,Fastfood,19.83,12,237.96,Cash,Mr.,Morning,Friday,00:11,Returning,Online,7,Normal Demand,25
13920,10-12-2024,Sugarcane juice,Beverages,23.96,12,287.52,Online,Mr.,Evening,Monday,04:49,Returning,Online,15,High Demand,91
13921,10-12-2024,Sugarcane juice,Beverages,24.18,2,48.36,Online,Mr.,Night,Thursday,11:20,Regular,Online,13,High Demand,30
13922,10-12-2024,Panipuri,Fastfood,16.97,5,84.85,Cash,Mrs.,Morning,Saturday,21:37,Returning,Online,21,High Demand,36
13923,10-12-2024,Aalopuri,Fastfood,18.99,13,246.87,Online,Mrs.,Evening,Saturday,17:30,Returning,Dine-In,21,Normal Demand,34
13924,10-12-2024,Vadapav,Fastfood,21.06,6,126.36,Cash,Mrs.,Midnight,Friday,16:20,Returning,Takeaway,11,Normal Demand,18
13925,10-12-2024,Panipuri,Fastfood,19.42,7,135.94,Online,Mr.,Night,Saturday,17:13,Regular,Online,23,High Demand,79
13926,10-12-2024,Cold coffee,Beverages,39.07,9,351.63,Cash,Mr.,Evening,Friday,07:21,Regular,Online,22,High Demand,58
13927,10-12-2024,Cold coffee,Beverages,35.34,15,530.1,Cash,Mrs.,Morning,Tuesday,10:36,Returning,Takeaway,14,High Demand,44
13928,10-12-2024,Frankie,Fastfood,45.92,14,642.88,Online,Mrs.,Morning,Monday,21:36,Regular,Online,7,Normal Demand,40
13929,10-12-2024,Vadapav,Fastfood,21.19,1,21.19,Online,Mr.,Midnight,Thursday,17:37,Regular,Dine-In,19,Normal Demand,67
13930,10-12-2024,Panipuri,Fastfood,20.62,1,20.62,Cash,Mrs.,Midnight,Thursday,14:39,Returning,Online,15,High Demand,10
13931,10-12-2024,Cold coffee,Beverages,37.41,4,149.64,Online,Mrs.,Afternoon,Thursday,01:03,New,Dine-In,18,High Demand,94
13932,10-12-2024,Sugarcane juice,Beverages,24.21,13,314.73,Online,Mr.,Afternoon,Thursday,17:23,New,Online,18,High Demand,57
13933,10-12-2024,Panipuri,Fastfood,19.97,11,219.67,Online,Mrs.,Morning,Friday,08:18,Returning,Online,20,High Demand,23
13934,10-12-2024,Vadapav,Fastfood,18.8,10,188,Cash,Mr.,Afternoon,Thursday,09:23,Regular,Online,24,Normal Demand,54
13935,10-12-2024,Aalopuri,Fastfood,18,12,216,Online,Mr.,Night,Saturday,16:22,Returning,Dine-In,11,Normal Demand,86
13936,10-12-2024,Frankie,Fastfood,49.6,10,496,Cash,Mrs.,Evening,Saturday,09:10,Returning,Dine-In,12,Normal Demand,18
13937,10-12-2024,Cold coffee,Beverages,41.15,14,576.1,Online,Mrs.,Midnight,Saturday,13:57,Returning,Takeaway,8,High Demand,53
13938,10-12-2024,Frankie,Fastfood,51.48,3,154.44,Online,Mr.,Morning,Friday,00:00,Returning,Online,18,Normal Demand,60
13939,10-12-2024,Aalopuri,Fastfood,20.88,14,292.32,Cash,Mr.,Night,Sunday,04:35,Regular,Takeaway,19,Normal Demand,82
13940,10-12-2024,Cold coffee,Beverages,36.89,14,516.46,Cash,Mr.,Afternoon,Saturday,12:27,Returning,Online,20,High Demand,57
13941,10-12-2024,Aalopuri,Fastfood,20.06,3,60.18,Cash,Mrs.,Midnight,Wednesday,22:42,Returning,Online,8,Normal Demand,74
13942,10-12-2024,Panipuri,Fastfood,19.73,10,197.3,Cash,Mrs.,Midnight,Monday,18:49,Returning,Dine-In,21,High Demand,78
13943,10-12-2024,Cold coffee,Beverages,39.83,3,119.49,Cash,Mrs.,Afternoon,Thursday,10:38,New,Dine-In,17,High Demand,90
13944,10-12-2024,Sandwich,Fastfood,59.36,14,831.04,Card,Mr.,Night,Monday,23:45,Regular,Takeaway,23,Normal Demand,37
13945,10-12-2024,Cold coffee,Beverages,38.68,11,425.48,Cash,Mrs.,Midnight,Saturday,06:16,Returning,Online,5,High Demand,71
13946,10-12-2024,Aalopuri,Fastfood,16.98,6,101.88,Card,Mrs.,Afternoon,Saturday,21:59,Returning,Dine-In,11,Normal Demand,25
13947,10-12-2024,Sugarcane juice,Beverages,26.45,6,158.7,Cash,Mr.,Evening,Wednesday,09:05,New,Online,24,High Demand,85
13948,10-12-2024,Cold coffee,Beverages,40.66,11,447.26,Cash,Mr.,Midnight,Wednesday,02:40,Regular,Takeaway,21,High Demand,96
13949,10-12-2024,Sandwich,Fastfood,55.55,11,611.05,Online,Mrs.,Midnight,Friday,00:08,Regular,Online,17,Normal Demand,30
13950,10-12-2024,Frankie,Fastfood,51.18,2,102.36,Cash,Mrs.,Midnight,Monday,23:14,Regular,Takeaway,24,Normal Demand,57
13951,10-12-2024,Cold coffee,Beverages,39.11,2,78.22,Card,Mr.,Morning,Friday,15:49,Regular,Online,17,High Demand,83
13952,10-12-2024,Panipuri,Fastfood,19.58,1,19.58,Online,Mrs.,Night,Sunday,03:40,Returning,Dine-In,14,High Demand,3
13953,10-12-2024,Aalopuri,Fastfood,19.23,8,153.84,Cash,Mrs.,Evening,Thursday,23:38,Returning,Online,10,Normal Demand,71
13954,10-12-2024,Aalopuri,Fastfood,20.54,3,61.62,Card,Mr.,Evening,Sunday,00:49,New,Takeaway,18,Normal Demand,83
13955,10-12-2024,Frankie,Fastfood,48,3,144,Card,Mrs.,Afternoon,Sunday,08:16,Regular,Dine-In,15,Normal Demand,88
13956,10-12-2024,Panipuri,Fastfood,18.9,15,283.5,Online,Mr.,Afternoon,Monday,17:38,New,Takeaway,11,High Demand,20
13957,10-12-2024,Frankie,Fastfood,52.83,9,475.47,Online,Mrs.,Morning,Sunday,01:12,Returning,Dine-In,8,Normal Demand,76
13958,10-12-2024,Cold coffee,Beverages,39.64,7,277.48,Cash,Mr.,Night,Tuesday,21:28,New,Dine-In,10,High Demand,79
13959,10-12-2024,Frankie,Fastfood,49.63,10,496.3,Online,Mrs.,Morning,Tuesday,16:24,Returning,Takeaway,15,Normal Demand,1
13960,10-12-2024,Sugarcane juice,Beverages,25.87,13,336.31,Online,Mrs.,Morning,Friday,22:37,New,Online,10,High Demand,71
13961,10-12-2024,Vadapav,Fastfood,19.33,12,231.96,Online,Mr.,Midnight,Monday,20:03,Regular,Online,16,Normal Demand,63
13962,10-12-2024,Aalopuri,Fastfood,19.53,3,58.59,Cash,Mr.,Morning,Tuesday,19:01,New,Online,6,Normal Demand,97
13963,10-12-2024,Panipuri,Fastfood,20.31,10,203.1,Online,Mr.,Midnight,Thursday,05:01,Regular,Takeaway,11,High Demand,5
13964,10-12-2024,Sugarcane juice,Beverages,23.07,12,276.84,Online,Mr.,Afternoon,Sunday,04:15,Regular,Dine-In,16,High Demand,97
13965,10-12-2024,Frankie,Fastfood,50.55,12,606.6,Cash,Mr.,Evening,Sunday,05:34,Regular,Takeaway,19,Normal Demand,58
13966,10-12-2024,Frankie,Fastfood,48.11,5,240.55,Cash,Mrs.,Evening,Thursday,03:09,New,Takeaway,22,Normal Demand,28
13967,10-12-2024,Frankie,Fastfood,52.14,4,208.56,Online,Mr.,Midnight,Wednesday,15:59,Regular,Online,7,Normal Demand,39
13968,10-12-2024,Frankie,Fastfood,51.37,6,308.22,Online,Mr.,Afternoon,Sunday,01:24,New,Dine-In,10,Normal Demand,77
13969,10-12-2024,Vadapav,Fastfood,20.41,14,285.74,Cash,Mr.,Evening,Wednesday,10:18,Regular,Online,17,Normal Demand,100
13970,10-12-2024,Panipuri,Fastfood,18.39,6,110.34,Online,Mrs.,Midnight,Wednesday,13:53,Returning,Dine-In,5,High Demand,32
13971,11-12-2024,Aalopuri,Fastfood,19.9,13,258.7,Cash,Mr.,Afternoon,Sunday,12:10,Regular,Online,15,Normal Demand,99
13972,11-12-2024,Vadapav,Fastfood,18.82,9,169.38,Online,Mr.,Evening,Wednesday,11:11,Regular,Takeaway,10,Normal Demand,63
13973,11-12-2024,Frankie,Fastfood,49.91,15,748.65,Cash,Mr.,Morning,Sunday,05:22,Returning,Online,15,Normal Demand,20
13974,11-12-2024,Aalopuri,Fastfood,17.68,3,53.04,Cash,Mr.,Morning,Thursday,02:04,Returning,Dine-In,20,Normal Demand,60
13975,11-12-2024,Panipuri,Fastfood,18.46,11,203.06,Cash,Mrs.,Midnight,Monday,23:40,Regular,Takeaway,8,High Demand,81
13976,11-12-2024,Frankie,Fastfood,52.97,4,211.88,Online,Mrs.,Morning,Sunday,11:46,Regular,Takeaway,13,Normal Demand,6
13977,11-12-2024,Vadapav,Fastfood,20.37,5,101.85,Online,Mrs.,Midnight,Thursday,14:21,Returning,Dine-In,19,Normal Demand,8
13978,11-12-2024,Aalopuri,Fastfood,19.65,9,176.85,Cash,Mr.,Morning,Sunday,13:52,Regular,Dine-In,20,Normal Demand,1
13979,11-12-2024,Aalopuri,Fastfood,19.09,3,57.27,Online,Mrs.,Evening,Friday,08:00,Returning,Online,11,Normal Demand,58
13980,11-12-2024,Cold coffee,Beverages,37.83,10,378.3,Card,Mrs.,Night,Monday,17:31,Regular,Online,9,High Demand,6
13981,11-12-2024,Frankie,Fastfood,50.5,10,505,Cash,Mrs.,Night,Friday,09:43,Returning,Online,13,Normal Demand,94
13982,11-12-2024,Sandwich,Fastfood,58.97,16,943.52,Online,Mr.,Night,Friday,09:22,Regular,Dine-In,17,Normal Demand,13
13983,11-12-2024,Cold coffee,Beverages,43.09,8,344.72,Online,Mr.,Evening,Saturday,19:56,Regular,Dine-In,19,High Demand,8
13984,11-12-2024,Cold coffee,Beverages,39.63,11,435.93,Online,Mrs.,Afternoon,Friday,07:25,Regular,Online,19,High Demand,26
13985,11-12-2024,Panipuri,Fastfood,20.06,14,280.84,Online,Mrs.,Morning,Saturday,16:55,Regular,Online,10,High Demand,77
13986,11-12-2024,Frankie,Fastfood,46.53,3,139.59,Cash,Mr.,Afternoon,Sunday,15:39,Returning,Takeaway,21,Normal Demand,91
13987,11-12-2024,Cold coffee,Beverages,39.28,6,235.68,Online,Mr.,Night,Sunday,00:13,Regular,Takeaway,20,High Demand,26
13988,11-12-2024,Sandwich,Fastfood,60.53,1,60.53,Cash,Mr.,Evening,Saturday,16:49,Regular,Dine-In,18,Normal Demand,52
13989,11-12-2024,Sandwich,Fastfood,58.88,13,765.44,Cash,Mr.,Night,Wednesday,19:01,Returning,Takeaway,19,Normal Demand,78
13990,11-12-2024,Frankie,Fastfood,48.79,7,341.53,Cash,Mrs.,Morning,Sunday,06:11,New,Dine-In,23,Normal Demand,80
13991,11-12-2024,Frankie,Fastfood,50.82,11,559.02,Card,Mr.,Morning,Friday,21:46,Returning,Dine-In,21,Normal Demand,16
13992,11-12-2024,Sugarcane juice,Beverages,26.89,3,80.67,Cash,Mr.,Night,Saturday,00:54,New,Takeaway,7,High Demand,84
13993,11-12-2024,Panipuri,Fastfood,20.14,6,120.84,Cash,Mrs.,Morning,Saturday,04:23,New,Online,20,High Demand,87
13994,11-12-2024,Cold coffee,Beverages,42.29,7,296.03,Online,Mrs.,Evening,Friday,22:39,Regular,Online,16,High Demand,74
13995,11-12-2024,Sandwich,Fastfood,61.86,11,680.46,Cash,Mr.,Afternoon,Sunday,20:41,Regular,Takeaway,13,Normal Demand,53
13996,11-12-2024,Panipuri,Fastfood,21.08,14,295.12,Cash,Mr.,Midnight,Wednesday,18:44,Returning,Takeaway,13,High Demand,40
13997,11-12-2024,Panipuri,Fastfood,19.39,3,58.17,Online,Mrs.,Evening,Monday,14:54,Returning,Takeaway,8,High Demand,89
13998,11-12-2024,Vadapav,Fastfood,19.79,2,39.58,Cash,Mr.,Night,Thursday,04:05,New,Takeaway,24,Normal Demand,87
13999,11-12-2024,Panipuri,Fastfood,19.8,8,158.4,Cash,Mr.,Evening,Friday,11:11,Returning,Online,6,High Demand,52
14000,11-12-2024,Sugarcane juice,Beverages,25.68,5,128.4,Cash,Mrs.,Afternoon,Friday,13:55,New,Online,15,High Demand,75
14001,11-12-2024,Cold coffee,Beverages,41.58,3,124.74,Cash,Mrs.,Afternoon,Sunday,02:32,Returning,Takeaway,23,High Demand,40
